7	0.00000000000000000
14	0.00000000000000000
21	0.00726454318459695
28	0.00000000000000000
35	0.00966412421648098
42	0.00957984603601938
49	0.00139132453431222
56	0.00000000000000000
63	0.00000000000000000
70	0.00000000000000000
77	0.01220292228254830
84	0.00000000000000000
91	0.00000000000000000
98	0.00000000000000000
105	0.00000000000000000
112	0.01365729946222870
119	0.01832989124219160
126	0.03740722339518330
133	0.05858676144321670
140	0.10667003871266000
147	0.12732863052083800
154	0.16260514815570000
161	0.19109193903230000
168	0.22922575693404000
175	0.23737057436947400
182	0.27094130263061300
189	0.27493235952814100
196	0.28610333857080100
203	0.26881408127099200
210	0.27090997000754900
217	0.26390222085229900
224	0.24769665317227300
231	0.21170848073211900
238	0.21752411145948300
245	0.18952443234950100
252	0.15537760014542400
259	0.14783564373390300
266	0.13425685643970700
273	0.10258357522303700
280	0.10370757946306400
287	0.06951917443028330
294	0.08305703123760440
301	0.05651674917326920
308	0.05564603860001690
315	0.04409466406033800
322	0.02370408829384250
329	0.04059799753297780
336	0.02461180029311150
343	0.01057511414730240
350	0.00569373469784261
357	0.01021808076325910
364	0.02162689164355350
371	0.00307642436027087
378	0.01737401135193640
385	0.01595180249879180
392	0.01520848233036480
399	0.00000000000000000
406	0.01571830988906280
413	0.00406621480221159
420	0.00692014952426125
427	0.00259589405915806
434	0.00000000000000000
441	0.00000000000000000
448	0.00000000000000000
455	0.00526925673706014
462	0.00000000000000000
469	0.00000000000000000
476	0.00000000000000000
483	0.00000000000000000
490	0.00180830723143821
497	0.00338704243992311
504	0.00000000000000000
511	0.00000000000000000
518	0.00464405342677176
525	0.00257021158070440
532	0.00600702388417906
539	0.01273465290386760
546	0.01095245630340360
553	0.00000000000000000
560	0.00486791248711258
567	0.01001195009402920
574	0.00811093867964234
581	0.00000000000000000
588	0.01350842609715950
595	0.00000000000000000
602	0.00000000000000000
609	0.00000000000000000
616	0.00000000000000000
623	0.00120858898195693
630	0.00000000000000000
637	0.00000000000000000
644	0.00906301906335623
651	0.00000000000000000
658	0.00149233387638250
665	0.00263057979684243
672	0.01013738842313960
679	0.00757328388684808
686	0.00000000000000000
693	0.00000000000000000
700	0.00412355026450793
707	0.00195782578184465
714	0.00000000000000000
721	0.00191202283824581
728	0.00988751556694149
735	0.00000000000000000
